404,7-1-14 0:00,7-1-14 0:06,40.736502,-73.97809472
850,7-1-14 0:00,7-1-14 0:14,40.7361967,-74.00859207
1550,7-1-14 0:00,7-1-14 0:26,40.73781509,-73.99994661
397,7-1-14 0:00,7-1-14 0:07,40.71146364,-74.00552427
609,7-1-14 0:00,7-1-14 0:10,40.73652889,-74.00618026
2245,7-1-14 0:01,7-1-14 0:38,40.68753406,-73.97265183
1323,7-1-14 0:01,7-1-14 0:23,40.744219,-73.97121214
320,7-1-14 0:01,7-1-14 0:06,40.73524276,-73.98758561
2430,7-1-14 0:01,7-1-14 0:41,40.76344058,-73.98268129
700,7-1-14 0:01,7-1-14 0:13,40.717571,-74.005549
907,7-1-14 0:01,7-1-14 0:16,40.744219,-73.97121214
647,7-1-14 0:01,7-1-14 0:12,40.76228826,-73.98336183
321,7-1-14 0:01,7-1-14 0:07,40.68317813,-73.9659641
1326,7-1-14 0:01,7-1-14 0:23,40.73492695,-73.99200509
454,7-1-14 0:01,7-1-14 0:09,40.72779126,-73.98564945
653,7-1-14 0:02,7-1-14 0:12,40.73221853,-73.98165557
600,7-1-14 0:02,7-1-14 0:12,40.74147286,-73.98320928
2543,7-1-14 0:02,7-1-14 0:44,40.68382604,-73.97632328
270,7-1-14 0:02,7-1-14 0:06,40.72453734,-73.98185424
261,7-1-14 0:02,7-1-14 0:07,40.76227205,-73.98788205
184,7-1-14 0:02,7-1-14 0:06,40.70905623,-74.01043382
1819,7-1-14 0:03,7-1-14 0:33,40.74147286,-73.98320928
1071,7-1-14 0:03,7-1-14 0:21,40.73226398,-73.99852205
520,7-1-14 0:03,7-1-14 0:12,40.69839895,-73.98068914
392,7-1-14 0:03,7-1-14 0:09,40.75066386,-74.00176802
656,7-1-14 0:03,7-1-14 0:14,40.7361967,-74.00859207
497,7-1-14 0:03,7-1-14 0:11,40.69839895,-73.98068914
315,7-1-14 0:03,7-1-14 0:08,40.72710258,-74.00297088
774,7-1-14 0:03,7-1-14 0:16,40.752416,-73.97837
2278,7-1-14 0:03,7-1-14 0:41,40.76344058,-73.98268129
596,7-1-14 0:03,7-1-14 0:13,40.76915505,-73.98191841
205,7-1-14 0:04,7-1-14 0:07,40.7284186,-73.98713956
290,7-1-14 0:04,7-1-14 0:08,40.72043411,-74.01020609
778,7-1-14 0:04,7-1-14 0:17,40.72938685,-73.97772429
755,7-1-14 0:04,7-1-14 0:17,40.73172428,-74.00674436
185,7-1-14 0:04,7-1-14 0:08,40.75455731,-73.96592976
464,7-1-14 0:05,7-1-14 0:12,40.734232,-73.986923
1285,7-1-14 0:05,7-1-14 0:26,40.7403432,-73.98955109
447,7-1-14 0:05,7-1-14 0:12,40.734232,-73.986923
986,7-1-14 0:05,7-1-14 0:21,40.73314259,-73.97573881
858,7-1-14 0:05,7-1-14 0:19,40.73912601,-73.97973776
342,7-1-14 0:05,7-1-14 0:10,40.73049393,-73.9957214
1777,7-1-14 0:05,7-1-14 0:34,40.70255065,-74.0127234
1467,7-1-14 0:05,7-1-14 0:29,40.76087502,-74.00277668
993,7-1-14 0:05,7-1-14 0:22,40.73226398,-73.99852205
219,7-1-14 0:05,7-1-14 0:09,40.71273266,-74.0046073
1195,7-1-14 0:05,7-1-14 0:25,40.71625008,-74.0091059
364,7-1-14 0:05,7-1-14 0:11,40.71427487,-73.98990025
253,7-1-14 0:05,7-1-14 0:10,40.72317958,-73.99480012
1861,7-1-14 0:05,7-1-14 0:37,40.739323,-74.008119
980,7-1-14 0:06,7-1-14 0:22,40.76095756,-73.96724467
1156,7-1-14 0:06,7-1-14 0:25,40.73935542,-73.99931783
1007,7-1-14 0:06,7-1-14 0:23,40.752416,-73.97837
427,7-1-14 0:06,7-1-14 0:13,40.7575699,-73.99098507
751,7-1-14 0:06,7-1-14 0:18,40.70717936,-74.00887308
587,7-1-14 0:06,7-1-14 0:16,40.752416,-73.97837
1032,7-1-14 0:06,7-1-14 0:23,40.76019252,-73.9912551
364,7-1-14 0:06,7-1-14 0:12,40.751551,-73.993934
485,7-1-14 0:06,7-1-14 0:15,40.751551,-73.993934
662,7-1-14 0:07,7-1-14 0:18,40.72490985,-74.00154702
444,7-1-14 0:07,7-1-14 0:14,40.75066386,-74.00176802
388,7-1-14 0:07,7-1-14 0:14,40.72938685,-73.97772429
487,7-1-14 0:07,7-1-14 0:15,40.68764484,-73.96968902
687,7-1-14 0:07,7-1-14 0:19,40.72019576,-73.98997825
673,7-1-14 0:07,7-1-14 0:19,40.76009437,-73.99461843
928,7-1-14 0:08,7-1-14 0:23,40.71542197,-74.01121978
455,7-1-14 0:08,7-1-14 0:15,40.728145,-73.990214
732,7-1-14 0:08,7-1-14 0:20,40.746745,-74.007756
1424,7-1-14 0:08,7-1-14 0:32,40.746745,-74.007756
381,7-1-14 0:08,7-1-14 0:14,40.736502,-73.97809472
756,7-1-14 0:08,7-1-14 0:21,40.76095756,-73.96724467
757,7-1-14 0:08,7-1-14 0:21,40.7014851,-73.98656928
1009,7-1-14 0:09,7-1-14 0:26,40.73038599,-74.00214988
77,7-1-14 0:09,7-1-14 0:10,40.76087502,-74.00277668
678,7-1-14 0:09,7-1-14 0:20,40.72405549,-74.00965965
417,7-1-14 0:09,7-1-14 0:16,40.71602118,-73.99974372
910,7-1-14 0:09,7-1-14 0:24,40.73935542,-73.99931783
1527,7-1-14 0:09,7-1-14 0:35,40.75594159,-74.0021163
1651,7-1-14 0:09,7-1-14 0:37,40.75594159,-74.0021163
456,7-1-14 0:10,7-1-14 0:17,40.69331716,-73.95381995
590,7-1-14 0:10,7-1-14 0:20,40.73454567,-73.99074142
730,7-1-14 0:11,7-1-14 0:23,40.73049393,-73.9957214
1459,7-1-14 0:11,7-1-14 0:35,40.717571,-74.005549
506,7-1-14 0:11,7-1-14 0:20,40.73047747,-73.99906065
1499,7-1-14 0:11,7-1-14 0:36,40.717571,-74.005549
214,7-1-14 0:11,7-1-14 0:15,40.73781509,-73.99994661
1207,7-1-14 0:12,7-1-14 0:32,40.74173969,-73.99415556
726,7-1-14 0:12,7-1-14 0:24,40.75660359,-73.9979009
617,7-1-14 0:12,7-1-14 0:22,40.73047309,-73.98672378
458,7-1-14 0:12,7-1-14 0:20,40.73492695,-73.99200509
1533,7-1-14 0:12,7-1-14 0:38,40.70365182,-74.01167797
6089,7-1-14 0:12,7-1-14 1:54,40.73224119,-74.00026394
1512,7-1-14 0:13,7-1-14 0:38,40.71117444,-73.99682619
647,7-1-14 0:13,7-1-14 0:24,40.722055,-73.989111
457,7-1-14 0:13,7-1-14 0:21,40.7403432,-73.98955109
860,7-1-14 0:13,7-1-14 0:27,40.71534825,-73.96024116
769,7-1-14 0:13,7-1-14 0:26,40.75929124,-73.98859651
610,7-1-14 0:13,7-1-14 0:24,40.72621788,-73.98379855
220,7-1-14 0:13,7-1-14 0:17,40.74173969,-73.99415556
114,7-1-14 0:14,7-1-14 0:15,40.76669671,-73.99061728
1106,7-1-14 0:14,7-1-14 0:32,40.73781509,-73.99994661
1142,7-1-14 0:14,7-1-14 0:33,40.75019995,-73.99093085
1403,7-1-14 0:14,7-1-14 0:37,40.73492695,-73.99200509
117,7-1-14 0:14,7-1-14 0:16,40.73649403,-73.99704374
443,7-1-14 0:14,7-1-14 0:22,40.74144387,-73.97536082
359,7-1-14 0:14,7-1-14 0:20,40.74315566,-73.97434726
1074,7-1-14 0:15,7-1-14 0:33,40.72165481,-74.00234737
1277,7-1-14 0:15,7-1-14 0:37,40.752416,-73.97837
569,7-1-14 0:15,7-1-14 0:25,40.75255434,-73.97282625
1132,7-1-14 0:16,7-1-14 0:35,40.70277159,-73.99383605
118,7-1-14 0:16,7-1-14 0:18,40.73049393,-73.9957214
215,7-1-14 0:16,7-1-14 0:20,40.75455731,-73.96592976
1110,7-1-14 0:16,7-1-14 0:35,40.70277159,-73.99383605
377,7-1-14 0:17,7-1-14 0:23,40.744219,-73.97121214
1612,7-1-14 0:17,7-1-14 0:44,40.73223272,-73.98889957
340,7-1-14 0:17,7-1-14 0:23,40.751396,-74.005226
298,7-1-14 0:17,7-1-14 0:22,40.6845683,-73.95881081
1223,7-1-14 0:17,7-1-14 0:38,40.73901691,-74.00263761
286,7-1-14 0:18,7-1-14 0:22,40.6845683,-73.95881081
1353,7-1-14 0:18,7-1-14 0:41,40.7423543,-73.98915076
723,7-1-14 0:19,7-1-14 0:31,40.72917025,-73.99810231
652,7-1-14 0:19,7-1-14 0:30,40.728145,-73.990214
1101,7-1-14 0:19,7-1-14 0:38,40.71117444,-73.99682619
330,7-1-14 0:20,7-1-14 0:25,40.70706456,-74.00731853
976,7-1-14 0:20,7-1-14 0:36,40.74317449,-74.00366443
1374,7-1-14 0:20,7-1-14 0:43,40.71939226,-74.00247214
236,7-1-14 0:20,7-1-14 0:24,40.71291224,-74.01020234
577,7-1-14 0:20,7-1-14 0:30,40.74290902,-73.97706058
459,7-1-14 0:20,7-1-14 0:28,40.752141,-73.979782
541,7-1-14 0:20,7-1-14 0:29,40.74765947,-73.98490707
301,7-1-14 0:20,7-1-14 0:25,40.71910537,-73.99973337
315,7-1-14 0:21,7-1-14 0:26,40.73028666,-73.9907647
421,7-1-14 0:21,7-1-14 0:28,40.70463334,-74.01361706
846,7-1-14 0:22,7-1-14 0:36,40.739323,-74.008119
737,7-1-14 0:22,7-1-14 0:34,40.71413089,-73.9970468
931,7-1-14 0:22,7-1-14 0:37,40.73401143,-74.00293877
718,7-1-14 0:22,7-1-14 0:34,40.74394314,-73.97966069
1466,7-1-14 0:23,7-1-14 0:47,40.74734825,-73.99723551
1477,7-1-14 0:23,7-1-14 0:47,40.74734825,-73.99723551
906,7-1-14 0:23,7-1-14 0:38,40.72467721,-73.98783413
783,7-1-14 0:23,7-1-14 0:36,40.75797322,-73.96603308
238,7-1-14 0:23,7-1-14 0:27,40.71219906,-73.97948148
1159,7-1-14 0:23,7-1-14 0:42,40.7172274,-73.98802084
588,7-1-14 0:23,7-1-14 0:33,40.71870987,-74.0090009
1011,7-1-14 0:23,7-1-14 0:40,40.76461837,-73.98789473
1010,7-1-14 0:24,7-1-14 0:40,40.7403432,-73.98955109
608,7-1-14 0:24,7-1-14 0:34,40.71754834,-74.01322069
593,7-1-14 0:24,7-1-14 0:34,40.71754834,-74.01322069
